# HCP-VS limbic striatum subject-level connectivity values
# Created: 2026-06-03
#
# This file contains HCP Subject IDs and derived hippocampus-ventral striatum (HPC-VS) limbic striatum connectivity values only.
# Connectivity columns correspond to the source variables limbic_Left and limbic_Right from averaged_data.sav.
# No HCP behavioral, demographic, diagnostic, alcohol-use, or other questionnaire variables are included in this file.
# Those HCP measures must be obtained through the Human Connectome Project/ConnectomeDB under the appropriate data-use terms.
# Open-access HCP data require ConnectomeDB registration and acceptance of the Open Access Data Use Terms.
# Restricted HCP data elements require a separate Restricted Data application; each investigator who will view/use restricted data must apply, and approval is case-by-case.
# ConnectomeDB: https://db.humanconnectome.org
# HCP Young Adult Data Use Terms and Restricted Data application links: https://www.humanconnectome.org/study/hcp-young-adult/data-use-terms
# Restricted Data Usage overview: https://www.humanconnectome.org/study/hcp-young-adult/document/restricted-data-usage
#
# N subjects with complete left/right HPC-VS limbic striatum values: 626
#
Subject	HPC_VS_limbic_striatum_left	HPC_VS_limbic_striatum_right
152831	0.371855666666667	0.568369
153025	0.39878	0.391967
153429	0.276361333333333	0.370043
154229	0.399444	0.396527
154431	0.473932	0.500941666666667
154532	0.301784	0.346839
154734	0.319010666666667	0.410203666666667
154936	0.388681	0.401048333333333
155231	0.328949	0.519478666666667
155635	0.249367	0.33149
155938	0.287130666666667	0.500159
156031	0.411481666666667	0.450176
156233	0.322657666666667	0.383996666666667
156334	0.30625	0.283019666666667
156435	0.349624333333333	0.352356333333333
156536	0.40701	0.465795333333333
156637	0.334855333333333	0.401447666666667
157336	0.436614333333333	0.516922333333333
157437	0.330953666666667	0.351196666666667
157942	0.388598333333333	0.405077666666667
158035	0.328010333333333	0.381754
158136	0.329511333333333	0.404890666666667
158338	0.366986333333333	0.405527666666667
158540	0.244798	0.387218333333333
158843	0.296267	0.327162333333333
159138	0.430582666666667	0.285459666666667
159239	0.404914333333333	0.54289
159441	0.406454666666667	0.559726
159744	0.288512666666667	0.404449666666667
159946	0.435914	0.462775666666667
160123	0.463450666666667	0.550053333333333
160830	0.365111666666667	0.326562333333333
160931	0.337103666666667	0.470955333333333
161327	0.357193666666667	0.454871666666667
