model,row_id,Subject,deleted_position,term,dfbetas,abs_dfbetas
left_main,443,135932,92,c_left_hpc_vs,-0.005066519983509034,0.005066519983509034
left_main,444,188448,93,c_ICV,0.004082003932161106,0.004082003932161106
left_main,444,188448,93,c_left_hpc_vs,0.03754227153825922,0.03754227153825922
left_main,445,199453,94,c_ICV,-0.018701204808567466,0.018701204808567466
left_main,445,199453,94,c_left_hpc_vs,-0.03522972739588269,0.03522972739588269
left_main,446,114621,95,c_ICV,-0.015318644221487418,0.015318644221487418
left_main,446,114621,95,c_left_hpc_vs,0.06754119500767994,0.06754119500767994
left_main,447,148941,96,c_ICV,-0.022797822790159943,0.022797822790159943
left_main,447,148941,96,c_left_hpc_vs,-0.03920921441119913,0.03920921441119913
left_main,448,194140,97,c_ICV,-0.057004702793642024,0.057004702793642024
left_main,448,194140,97,c_left_hpc_vs,-0.02999349383884136,0.02999349383884136
left_main,449,833148,98,c_ICV,0.03759308290601452,0.03759308290601452
left_main,449,833148,98,c_left_hpc_vs,-0.04774875185379685,0.04774875185379685
left_main,450,153429,99,c_ICV,-0.006196675337770562,0.006196675337770562
left_main,450,153429,99,c_left_hpc_vs,0.07508346793153665,0.07508346793153665
left_main,451,947668,100,c_ICV,0.0012827378522761368,0.0012827378522761368
left_main,451,947668,100,c_left_hpc_vs,0.04095959648600644,0.04095959648600644
left_main,452,541943,101,c_ICV,0.030569280999321,0.030569280999321
left_main,452,541943,101,c_left_hpc_vs,0.021128214987664012,0.021128214987664012
left_main,453,159744,102,c_ICV,0.009284780008779829,0.009284780008779829
left_main,453,159744,102,c_left_hpc_vs,-0.017717778246224232,0.017717778246224232
left_main,454,317332,103,c_ICV,-0.029498339805062446,0.029498339805062446
left_main,454,317332,103,c_left_hpc_vs,0.06256075605256403,0.06256075605256403
left_main,455,120717,104,c_ICV,-0.00964084272234692,0.00964084272234692
left_main,455,120717,104,c_left_hpc_vs,-0.0026419388734695948,0.0026419388734695948
left_main,456,138231,105,c_ICV,-0.027179272034916133,0.027179272034916133
left_main,456,138231,105,c_left_hpc_vs,-0.041264111091509195,0.041264111091509195
left_main,457,304727,106,c_ICV,-0.05952665552721657,0.05952665552721657
left_main,457,304727,106,c_left_hpc_vs,-0.029838955098056213,0.029838955098056213
left_main,458,204521,107,c_ICV,-0.07027967012494794,0.07027967012494794
left_main,458,204521,107,c_left_hpc_vs,-0.018634980705415066,0.018634980705415066
left_main,459,178142,108,c_ICV,-0.025770123371390622,0.025770123371390622
left_main,459,178142,108,c_left_hpc_vs,0.026803995780558514,0.026803995780558514
left_main,460,680957,109,c_ICV,-0.004125424183277638,0.004125424183277638
left_main,460,680957,109,c_left_hpc_vs,0.00845337755364038,0.00845337755364038
left_main,461,311320,110,c_ICV,0.02433757773669767,0.02433757773669767
left_main,461,311320,110,c_left_hpc_vs,-0.043770423450117064,0.043770423450117064
left_main,462,485757,111,c_ICV,-0.010134959584539355,0.010134959584539355
left_main,462,485757,111,c_left_hpc_vs,7.901654394063164e-4,7.901654394063164e-4
left_main,463,594156,112,c_ICV,0.013847515175104498,0.013847515175104498
left_main,463,594156,112,c_left_hpc_vs,0.0645111080228965,0.0645111080228965
left_main,464,237334,113,c_ICV,0.007793909230771389,0.007793909230771389
left_main,464,237334,113,c_left_hpc_vs,0.031602387439386176,0.031602387439386176
left_main,465,118528,114,c_ICV,-0.018858848192048843,0.018858848192048843
left_main,465,118528,114,c_left_hpc_vs,-0.03789930340997964,0.03789930340997964
left_main,466,626648,115,c_ICV,0.023110220339736833,0.023110220339736833
left_main,466,626648,115,c_left_hpc_vs,-0.03991955372702575,0.03991955372702575
left_main,467,580650,116,c_ICV,-0.013044654784341402,0.013044654784341402
left_main,467,580650,116,c_left_hpc_vs,-0.04271552879080946,0.04271552879080946
left_main,468,873968,117,c_ICV,-0.017784290254496023,0.017784290254496023
left_main,468,873968,117,c_left_hpc_vs,-0.031311999231132634,0.031311999231132634
left_main,469,917255,118,c_ICV,-0.008608110157762508,0.008608110157762508
left_main,469,917255,118,c_left_hpc_vs,-0.004810132670375463,0.004810132670375463
left_main,470,194847,119,c_ICV,-0.002516140473384371,0.002516140473384371
left_main,470,194847,119,c_left_hpc_vs,0.041069191180948074,0.041069191180948074
left_main,471,429040,120,c_ICV,0.07442497199893178,0.07442497199893178
